,word,occupation
99,支援,nurse
131,支援,nurse
205,支援,nurse
330,女性,nurse
404,支援,nurse
397,思いやり,nurse
36,支援,nurse
112,解決,nurse
188,支援,nurse
196,支援,nurse
270,支援,nurse
305,支援,nurse
275,導く,nurse
386,強い,nurse
32,楽しい,nurse
101,温かい,nurse
160,温かい,nurse
145,勇気,nurse
24,女性,nurse
42,支持,nurse
114,女性,nurse
175,自信,nurse
279,思いやり,nurse
293,柔らか,nurse
2,女性,nurse
208,女性,nurse
134,支援,nurse
26,目的,nurse
89,決定,nurse
25,支援,nurse
50,信頼,nurse
145,決める,nurse
198,優位,nurse
288,共有,nurse
357,共有,nurse
121,支援,nurse
143,支援,nurse
498,共有,nurse
22,信頼,nurse
248,決定,nurse
524,自信,nurse
541,支援,nurse
689,女性,nurse
84,導く,nurse
263,共有,nurse
294,支援,nurse
382,意見,nurse
509,男性,nurse
511,女性,nurse
46,支援,nurse
256,支援,nurse
379,支援,nurse
788,男性,nurse
790,女性,nurse
125,信頼,nurse
380,解決,nurse
117,一緒,nurse
234,一緒,nurse
287,一緒,nurse
477,男性,nurse
479,女性,nurse
574,正直,nurse
378,自信,nurse
4,支援,nurse
36,支持,nurse
108,支援,nurse
132,支援,nurse
151,自信,nurse
175,支援,nurse
206,共有,nurse
229,支援,nurse
249,支援,nurse
458,挑戦,nurse
508,支援,nurse
5,女性,nurse
91,女性,nurse
251,女性,nurse
261,優しい,nurse
20,支援,nurse
34,支援,nurse
142,支援,nurse
154,支援,nurse
282,支援,nurse
337,支援,nurse
351,支援,nurse
448,支援,nurse
496,支援,nurse
511,支援,nurse
528,一緒,nurse
558,挑戦,nurse
37,支援,nurse
139,分析,nurse
143,分析,nurse
221,協力,nurse
229,解決,nurse
287,意見,nurse
304,意見,nurse
326,意見,nurse
38,一緒,nurse
192,解決,nurse
464,思いやり,nurse
465,解決,nurse
268,女性,nurse
300,一緒,nurse
346,目標,nurse
353,決める,nurse
508,解決,nurse
219,支援,nurse
74,支援,nurse
482,上位,nurse
124,支援,nurse
149,協力,nurse
195,支援,nurse
257,支援,nurse
294,協力,nurse
120,一緒,nurse
132,支援,nurse
130,分析,nurse
410,解決,nurse
63,支援,nurse
78,支援,nurse
457,一緒,nurse
519,自慢,nurse
334,挑戦,nurse
129,支援,nurse
153,協力,nurse
351,リーダー,nurse
417,支援,nurse
440,支援,nurse
40,支援,nurse
161,決める,nurse
176,決定,nurse
207,決める,nurse
406,男性,nurse
408,女性,nurse
264,思いやり,nurse
339,女性,nurse
342,女性,nurse
346,楽しい,nurse
309,意見,nurse
386,挑戦,nurse
290,女性,nurse
368,意見,nurse
61,女性,nurse
99,支援,nurse
131,支援,nurse
205,支援,nurse
330,女性,nurse
404,支援,nurse
397,思いやり,nurse
36,支援,nurse
112,解決,nurse
188,支援,nurse
196,支援,nurse
270,支援,nurse
305,支援,nurse
275,導く,nurse
386,強い,nurse
32,楽しい,nurse
101,温かい,nurse
160,温かい,nurse
145,勇気,nurse
24,女性,nurse
42,支持,nurse
114,女性,nurse
175,自信,nurse
279,思いやり,nurse
293,柔らか,nurse
2,女性,nurse
208,女性,nurse
134,支援,nurse
26,目的,nurse
89,決定,nurse
25,支援,nurse
50,信頼,nurse
145,決める,nurse
198,優位,nurse
288,共有,nurse
357,共有,nurse
121,支援,nurse
143,支援,nurse
498,共有,nurse
22,信頼,nurse
248,決定,nurse
524,自信,nurse
541,支援,nurse
689,女性,nurse
84,導く,nurse
263,共有,nurse
294,支援,nurse
382,意見,nurse
509,男性,nurse
511,女性,nurse
46,支援,nurse
256,支援,nurse
379,支援,nurse
788,男性,nurse
790,女性,nurse
125,信頼,nurse
380,解決,nurse
117,一緒,nurse
234,一緒,nurse
287,一緒,nurse
477,男性,nurse
479,女性,nurse
574,正直,nurse
378,自信,nurse
4,支援,nurse
36,支持,nurse
108,支援,nurse
132,支援,nurse
151,自信,nurse
175,支援,nurse
206,共有,nurse
229,支援,nurse
249,支援,nurse
458,挑戦,nurse
508,支援,nurse
5,女性,nurse
91,女性,nurse
251,女性,nurse
261,優しい,nurse
20,支援,nurse
34,支援,nurse
142,支援,nurse
154,支援,nurse
282,支援,nurse
337,支援,nurse
351,支援,nurse
448,支援,nurse
496,支援,nurse
511,支援,nurse
528,一緒,nurse
558,挑戦,nurse
37,支援,nurse
139,分析,nurse
143,分析,nurse
221,協力,nurse
229,解決,nurse
287,意見,nurse
304,意見,nurse
326,意見,nurse
38,一緒,nurse
192,解決,nurse
464,思いやり,nurse
465,解決,nurse
268,女性,nurse
300,一緒,nurse
346,目標,nurse
353,決める,nurse
508,解決,nurse
219,支援,nurse
74,支援,nurse
482,上位,nurse
124,支援,nurse
149,協力,nurse
195,支援,nurse
257,支援,nurse
294,協力,nurse
120,一緒,nurse
132,支援,nurse
130,分析,nurse
410,解決,nurse
63,支援,nurse
78,支援,nurse
457,一緒,nurse
519,自慢,nurse
334,挑戦,nurse
129,支援,nurse
153,協力,nurse
351,リーダー,nurse
417,支援,nurse
440,支援,nurse
40,支援,nurse
161,決める,nurse
176,決定,nurse
207,決める,nurse
406,男性,nurse
408,女性,nurse
264,思いやり,nurse
339,女性,nurse
342,女性,nurse
346,楽しい,nurse
309,意見,nurse
386,挑戦,nurse
290,女性,nurse
368,意見,nurse
61,女性,nurse
99,支援,nurse
131,支援,nurse
205,支援,nurse
330,女性,nurse
404,支援,nurse
397,思いやり,nurse
36,支援,nurse
112,解決,nurse
188,支援,nurse
196,支援,nurse
270,支援,nurse
305,支援,nurse
275,導く,nurse
386,強い,nurse
32,楽しい,nurse
101,温かい,nurse
160,温かい,nurse
145,勇気,nurse
24,女性,nurse
42,支持,nurse
114,女性,nurse
175,自信,nurse
279,思いやり,nurse
293,柔らか,nurse
2,女性,nurse
208,女性,nurse
134,支援,nurse
26,目的,nurse
89,決定,nurse
25,支援,nurse
50,信頼,nurse
145,決める,nurse
198,優位,nurse
288,共有,nurse
357,共有,nurse
121,支援,nurse
143,支援,nurse
498,共有,nurse
22,信頼,nurse
248,決定,nurse
524,自信,nurse
541,支援,nurse
689,女性,nurse
84,導く,nurse
263,共有,nurse
294,支援,nurse
382,意見,nurse
509,男性,nurse
511,女性,nurse
46,支援,nurse
256,支援,nurse
379,支援,nurse
788,男性,nurse
790,女性,nurse
125,信頼,nurse
380,解決,nurse
117,一緒,nurse
234,一緒,nurse
287,一緒,nurse
477,男性,nurse
479,女性,nurse
574,正直,nurse
378,自信,nurse
4,支援,nurse
36,支持,nurse
108,支援,nurse
132,支援,nurse
151,自信,nurse
175,支援,nurse
206,共有,nurse
229,支援,nurse
249,支援,nurse
458,挑戦,nurse
508,支援,nurse
5,女性,nurse
91,女性,nurse
251,女性,nurse
261,優しい,nurse
20,支援,nurse
34,支援,nurse
142,支援,nurse
154,支援,nurse
282,支援,nurse
337,支援,nurse
351,支援,nurse
448,支援,nurse
496,支援,nurse
511,支援,nurse
528,一緒,nurse
558,挑戦,nurse
37,支援,nurse
139,分析,nurse
143,分析,nurse
221,協力,nurse
229,解決,nurse
287,意見,nurse
304,意見,nurse
326,意見,nurse
38,一緒,nurse
192,解決,nurse
464,思いやり,nurse
465,解決,nurse
268,女性,nurse
300,一緒,nurse
346,目標,nurse
353,決める,nurse
508,解決,nurse
219,支援,nurse
74,支援,nurse
482,上位,nurse
124,支援,nurse
149,協力,nurse
195,支援,nurse
257,支援,nurse
294,協力,nurse
120,一緒,nurse
132,支援,nurse
130,分析,nurse
410,解決,nurse
63,支援,nurse
78,支援,nurse
457,一緒,nurse
519,自慢,nurse
334,挑戦,nurse
129,支援,nurse
153,協力,nurse
351,リーダー,nurse
417,支援,nurse
440,支援,nurse
40,支援,nurse
161,決める,nurse
176,決定,nurse
207,決める,nurse
406,男性,nurse
408,女性,nurse
264,思いやり,nurse
339,女性,nurse
342,女性,nurse
346,楽しい,nurse
309,意見,nurse
386,挑戦,nurse
290,女性,nurse
368,意見,nurse
61,女性,nurse
99,支援,nurse
131,支援,nurse
205,支援,nurse
330,女性,nurse
404,支援,nurse
397,思いやり,nurse
36,支援,nurse
112,解決,nurse
188,支援,nurse
196,支援,nurse
270,支援,nurse
305,支援,nurse
275,導く,nurse
386,強い,nurse
32,楽しい,nurse
101,温かい,nurse
160,温かい,nurse
145,勇気,nurse
24,女性,nurse
42,支持,nurse
114,女性,nurse
175,自信,nurse
279,思いやり,nurse
293,柔らか,nurse
2,女性,nurse
208,女性,nurse
134,支援,nurse
26,目的,nurse
89,決定,nurse
25,支援,nurse
50,信頼,nurse
145,決める,nurse
198,優位,nurse
288,共有,nurse
357,共有,nurse
121,支援,nurse
143,支援,nurse
498,共有,nurse
22,信頼,nurse
248,決定,nurse
524,自信,nurse
541,支援,nurse
689,女性,nurse
84,導く,nurse
263,共有,nurse
294,支援,nurse
382,意見,nurse
509,男性,nurse
511,女性,nurse
46,支援,nurse
256,支援,nurse
379,支援,nurse
788,男性,nurse
790,女性,nurse
125,信頼,nurse
380,解決,nurse
117,一緒,nurse
234,一緒,nurse
287,一緒,nurse
477,男性,nurse
479,女性,nurse
574,正直,nurse
378,自信,nurse
4,支援,nurse
36,支持,nurse
108,支援,nurse
132,支援,nurse
151,自信,nurse
175,支援,nurse
206,共有,nurse
229,支援,nurse
249,支援,nurse
458,挑戦,nurse
508,支援,nurse
5,女性,nurse
91,女性,nurse
251,女性,nurse
261,優しい,nurse
20,支援,nurse
34,支援,nurse
142,支援,nurse
154,支援,nurse
282,支援,nurse
337,支援,nurse
351,支援,nurse
448,支援,nurse
496,支援,nurse
511,支援,nurse
528,一緒,nurse
558,挑戦,nurse
37,支援,nurse
139,分析,nurse
143,分析,nurse
221,協力,nurse
229,解決,nurse
287,意見,nurse
304,意見,nurse
326,意見,nurse
38,一緒,nurse
192,解決,nurse
464,思いやり,nurse
465,解決,nurse
268,女性,nurse
300,一緒,nurse
346,目標,nurse
353,決める,nurse
508,解決,nurse
219,支援,nurse
74,支援,nurse
482,上位,nurse
124,支援,nurse
149,協力,nurse
195,支援,nurse
257,支援,nurse
294,協力,nurse
120,一緒,nurse
132,支援,nurse
130,分析,nurse
410,解決,nurse
63,支援,nurse
78,支援,nurse
457,一緒,nurse
519,自慢,nurse
334,挑戦,nurse
129,支援,nurse
153,協力,nurse
351,リーダー,nurse
417,支援,nurse
440,支援,nurse
40,支援,nurse
161,決める,nurse
176,決定,nurse
207,決める,nurse
406,男性,nurse
408,女性,nurse
264,思いやり,nurse
339,女性,nurse
342,女性,nurse
346,楽しい,nurse
309,意見,nurse
386,挑戦,nurse
290,女性,nurse
368,意見,nurse
61,女性,nurse
99,支援,nurse
131,支援,nurse
205,支援,nurse
330,女性,nurse
404,支援,nurse
397,思いやり,nurse
36,支援,nurse
112,解決,nurse
188,支援,nurse
196,支援,nurse
270,支援,nurse
305,支援,nurse
275,導く,nurse
386,強い,nurse
32,楽しい,nurse
101,温かい,nurse
160,温かい,nurse
145,勇気,nurse
24,女性,nurse
42,支持,nurse
114,女性,nurse
175,自信,nurse
279,思いやり,nurse
293,柔らか,nurse
2,女性,nurse
208,女性,nurse
134,支援,nurse
26,目的,nurse
89,決定,nurse
25,支援,nurse
50,信頼,nurse
145,決める,nurse
198,優位,nurse
288,共有,nurse
357,共有,nurse
121,支援,nurse
143,支援,nurse
498,共有,nurse
22,信頼,nurse
248,決定,nurse
524,自信,nurse
541,支援,nurse
689,女性,nurse
84,導く,nurse
263,共有,nurse
294,支援,nurse
382,意見,nurse
509,男性,nurse
511,女性,nurse
46,支援,nurse
256,支援,nurse
379,支援,nurse
788,男性,nurse
790,女性,nurse
125,信頼,nurse
380,解決,nurse
117,一緒,nurse
234,一緒,nurse
287,一緒,nurse
477,男性,nurse
479,女性,nurse
574,正直,nurse
378,自信,nurse
4,支援,nurse
36,支持,nurse
108,支援,nurse
132,支援,nurse
151,自信,nurse
175,支援,nurse
206,共有,nurse
229,支援,nurse
249,支援,nurse
458,挑戦,nurse
508,支援,nurse
5,女性,nurse
91,女性,nurse
251,女性,nurse
261,優しい,nurse
20,支援,nurse
34,支援,nurse
142,支援,nurse
154,支援,nurse
282,支援,nurse
337,支援,nurse
351,支援,nurse
448,支援,nurse
496,支援,nurse
511,支援,nurse
528,一緒,nurse
558,挑戦,nurse
37,支援,nurse
139,分析,nurse
143,分析,nurse
221,協力,nurse
229,解決,nurse
287,意見,nurse
304,意見,nurse
326,意見,nurse
38,一緒,nurse
192,解決,nurse
464,思いやり,nurse
465,解決,nurse
268,女性,nurse
300,一緒,nurse
346,目標,nurse
353,決める,nurse
508,解決,nurse
219,支援,nurse
74,支援,nurse
482,上位,nurse
124,支援,nurse
149,協力,nurse
195,支援,nurse
257,支援,nurse
294,協力,nurse
120,一緒,nurse
132,支援,nurse
130,分析,nurse
410,解決,nurse
63,支援,nurse
78,支援,nurse
457,一緒,nurse
519,自慢,nurse
334,挑戦,nurse
129,支援,nurse
153,協力,nurse
351,リーダー,nurse
417,支援,nurse
440,支援,nurse
40,支援,nurse
161,決める,nurse
176,決定,nurse
207,決める,nurse
406,男性,nurse
408,女性,nurse
264,思いやり,nurse
339,女性,nurse
342,女性,nurse
346,楽しい,nurse
309,意見,nurse
386,挑戦,nurse
290,女性,nurse
368,意見,nurse
61,女性,nurse
99,支援,nurse
131,支援,nurse
205,支援,nurse
330,女性,nurse
404,支援,nurse
397,思いやり,nurse
36,支援,nurse
112,解決,nurse
188,支援,nurse
196,支援,nurse
270,支援,nurse
305,支援,nurse
275,導く,nurse
386,強い,nurse
32,楽しい,nurse
101,温かい,nurse
160,温かい,nurse
145,勇気,nurse
24,女性,nurse
42,支持,nurse
114,女性,nurse
175,自信,nurse
279,思いやり,nurse
293,柔らか,nurse
2,女性,nurse
208,女性,nurse
134,支援,nurse
26,目的,nurse
89,決定,nurse
25,支援,nurse
50,信頼,nurse
145,決める,nurse
198,優位,nurse
288,共有,nurse
357,共有,nurse
121,支援,nurse
143,支援,nurse
498,共有,nurse
22,信頼,nurse
248,決定,nurse
524,自信,nurse
541,支援,nurse
689,女性,nurse
84,導く,nurse
263,共有,nurse
294,支援,nurse
382,意見,nurse
509,男性,nurse
511,女性,nurse
46,支援,nurse
256,支援,nurse
379,支援,nurse
788,男性,nurse
790,女性,nurse
125,信頼,nurse
380,解決,nurse
117,一緒,nurse
234,一緒,nurse
287,一緒,nurse
477,男性,nurse
479,女性,nurse
574,正直,nurse
378,自信,nurse
4,支援,nurse
36,支持,nurse
108,支援,nurse
132,支援,nurse
151,自信,nurse
175,支援,nurse
206,共有,nurse
229,支援,nurse
249,支援,nurse
458,挑戦,nurse
508,支援,nurse
5,女性,nurse
91,女性,nurse
251,女性,nurse
261,優しい,nurse
20,支援,nurse
34,支援,nurse
142,支援,nurse
154,支援,nurse
282,支援,nurse
337,支援,nurse
351,支援,nurse
448,支援,nurse
496,支援,nurse
511,支援,nurse
528,一緒,nurse
558,挑戦,nurse
37,支援,nurse
139,分析,nurse
143,分析,nurse
221,協力,nurse
229,解決,nurse
287,意見,nurse
304,意見,nurse
326,意見,nurse
38,一緒,nurse
192,解決,nurse
464,思いやり,nurse
465,解決,nurse
268,女性,nurse
300,一緒,nurse
346,目標,nurse
353,決める,nurse
508,解決,nurse
219,支援,nurse
74,支援,nurse
482,上位,nurse
124,支援,nurse
149,協力,nurse
195,支援,nurse
257,支援,nurse
294,協力,nurse
120,一緒,nurse
132,支援,nurse
130,分析,nurse
410,解決,nurse
63,支援,nurse
78,支援,nurse
457,一緒,nurse
519,自慢,nurse
334,挑戦,nurse
129,支援,nurse
153,協力,nurse
351,リーダー,nurse
417,支援,nurse
440,支援,nurse
40,支援,nurse
161,決める,nurse
176,決定,nurse
207,決める,nurse
406,男性,nurse
408,女性,nurse
264,思いやり,nurse
339,女性,nurse
342,女性,nurse
346,楽しい,nurse
309,意見,nurse
386,挑戦,nurse
290,女性,nurse
368,意見,nurse
61,女性,nurse
99,支援,nurse
131,支援,nurse
205,支援,nurse
330,女性,nurse
404,支援,nurse
397,思いやり,nurse
36,支援,nurse
112,解決,nurse
188,支援,nurse
196,支援,nurse
270,支援,nurse
305,支援,nurse
276,協力,carpentor
436,決定,carpentor
161,協力,carpentor
45,支持,carpentor
169,協力,carpentor
172,協力,carpentor
373,信頼,carpentor
424,挑戦,carpentor
625,共有,carpentor
144,自信,carpentor
322,リーダー,carpentor
338,リーダー,carpentor
356,支援,carpentor
15,育てる,carpentor
411,挑戦,carpentor
33,信頼,carpentor
274,一緒,carpentor
497,誇り,carpentor
468,目的,carpentor
534,信頼,carpentor
586,支援,carpentor
679,支援,carpentor
87,育てる,carpentor
220,一緒,carpentor
278,育てる,carpentor
465,特有,carpentor
540,一緒,carpentor
190,育てる,carpentor
227,協力,carpentor
269,信頼,carpentor
97,信頼,carpentor
152,信頼,carpentor
188,リーダー,carpentor
558,強い,carpentor
40,支援,carpentor
279,共同,carpentor
317,支援,carpentor
11,生む,carpentor
203,決める,carpentor
446,挑戦,carpentor
72,信頼,carpentor
34,信頼,carpentor
282,決める,carpentor
203,決める,carpentor
218,自慢,carpentor
310,挑戦,carpentor
354,挑戦,carpentor
468,女性,carpentor
519,挑戦,carpentor
49,一緒,carpentor
243,育てる,carpentor
393,一緒,carpentor
540,誇り,carpentor
28,意見,carpentor
123,信頼,carpentor
304,導く,carpentor
356,男性,carpentor
424,協力,carpentor
256,協力,carpentor
284,挑戦,carpentor
379,挑戦,carpentor
200,楽しい,carpentor
226,決める,carpentor
51,自慢,carpentor
200,共有,carpentor
303,目標,carpentor
200,協力,carpentor
266,協力,carpentor
378,挑戦,carpentor
433,リーダー,carpentor
291,自信,carpentor
90,育てる,carpentor
282,自信,carpentor
276,協力,carpentor
436,決定,carpentor
161,協力,carpentor
45,支持,carpentor
169,協力,carpentor
172,協力,carpentor
373,信頼,carpentor
424,挑戦,carpentor
625,共有,carpentor
144,自信,carpentor
322,リーダー,carpentor
338,リーダー,carpentor
356,支援,carpentor
15,育てる,carpentor
411,挑戦,carpentor
33,信頼,carpentor
274,一緒,carpentor
497,誇り,carpentor
468,目的,carpentor
534,信頼,carpentor
586,支援,carpentor
679,支援,carpentor
87,育てる,carpentor
220,一緒,carpentor
278,育てる,carpentor
465,特有,carpentor
540,一緒,carpentor
190,育てる,carpentor
227,協力,carpentor
269,信頼,carpentor
97,信頼,carpentor
152,信頼,carpentor
188,リーダー,carpentor
558,強い,carpentor
40,支援,carpentor
279,共同,carpentor
317,支援,carpentor
11,生む,carpentor
203,決める,carpentor
446,挑戦,carpentor
72,信頼,carpentor
34,信頼,carpentor
282,決める,carpentor
203,決める,carpentor
218,自慢,carpentor
310,挑戦,carpentor
354,挑戦,carpentor
468,女性,carpentor
519,挑戦,carpentor
49,一緒,carpentor
243,育てる,carpentor
393,一緒,carpentor
540,誇り,carpentor
28,意見,carpentor
123,信頼,carpentor
304,導く,carpentor
356,男性,carpentor
424,協力,carpentor
256,協力,carpentor
284,挑戦,carpentor
379,挑戦,carpentor
200,楽しい,carpentor
226,決める,carpentor
51,自慢,carpentor
200,共有,carpentor
303,目標,carpentor
200,協力,carpentor
266,協力,carpentor
378,挑戦,carpentor
433,リーダー,carpentor
291,自信,carpentor
90,育てる,carpentor
282,自信,carpentor
